image_path,student_id,group,split,aug_type,field,gt_value,cer,correct
images/augmented/th/71010009_aug5_jpeg_dark.png,71010009,th,augmented,jpeg_dark,prename,นาย,0.0,True
images/augmented/th/71010009_aug5_jpeg_dark.png,71010009,th,augmented,jpeg_dark,name,วศ9วิศวกรรมศาสตร์9,0.0,True
images/augmented/th/71010009_aug5_jpeg_dark.png,71010009,th,augmented,jpeg_dark,faculty_name,คณะวิศวกรรมศาสตร์,0.11764705882352941,True
images/augmented/th/71010009_aug5_jpeg_dark.png,71010009,th,augmented,jpeg_dark,degree,วิศวกรรมศาสตรบัณฑิต,0.0,True
images/augmented/th/71010009_aug5_jpeg_dark.png,71010009,th,augmented,jpeg_dark,program,วิศวกรรมโทรคมนาคม,0.0,True
images/augmented/th/71010009_aug5_jpeg_dark.png,71010009,th,augmented,jpeg_dark,date_of_birth,1996-08-10,0.7,False
images/augmented/th/71010009_aug5_jpeg_dark.png,71010009,th,augmented,jpeg_dark,admis_date,2018-08-06,0.6,False
images/original/th/71010013.png,71010013,th,original,none,student_id,71010013,0.0,True
images/original/th/71010013.png,71010013,th,original,none,prename,นาย,0.0,True
images/original/th/71010013.png,71010013,th,original,none,name,วศ13วิศวกรรมศาสตร์13,0.0,True
images/original/th/71010013.png,71010013,th,original,none,faculty_name,คณะวิศวกรรมศาสตร์,0.17647058823529413,True
images/original/th/71010013.png,71010013,th,original,none,degree,วิทยาศาสตรบัณฑิต,0.0,True
images/original/th/71010013.png,71010013,th,original,none,program,การจัดการวิศวกรรมและเทคโนโลยี(หลักสูตรนานาชาติ),0.0,True
images/original/th/71010013.png,71010013,th,original,none,date_of_birth,2000-01-26,0.6,False
images/original/th/71010013.png,71010013,th,original,none,admis_date,2018-08-06,0.6,False
images/augmented/th/71010013_aug1_rotate_bright.png,71010013,th,augmented,rotate_bright,student_id,71010013,0.0,True
images/augmented/th/71010013_aug1_rotate_bright.png,71010013,th,augmented,rotate_bright,prename,นาย,0.0,True
images/augmented/th/71010013_aug1_rotate_bright.png,71010013,th,augmented,rotate_bright,name,วศ13วิศวกรรมศาสตร์13,0.2,True
images/augmented/th/71010013_aug1_rotate_bright.png,71010013,th,augmented,rotate_bright,faculty_name,คณะวิศวกรรมศาสตร์,0.0,True
images/augmented/th/71010013_aug1_rotate_bright.png,71010013,th,augmented,rotate_bright,degree,วิทยาศาสตรบัณฑิต,0.0,True
images/augmented/th/71010013_aug1_rotate_bright.png,71010013,th,augmented,rotate_bright,program,การจัดการวิศวกรรมและเทคโนโลยี(หลักสูตรนานาชาติ),0.0,True
images/augmented/th/71010013_aug1_rotate_bright.png,71010013,th,augmented,rotate_bright,date_of_birth,2000-01-26,0.6,False
images/augmented/th/71010013_aug1_rotate_bright.png,71010013,th,augmented,rotate_bright,admis_date,2018-08-06,0.6,False
images/augmented/th/71010013_aug2_noise.png,71010013,th,augmented,noise,student_id,71010013,0.0,True
images/augmented/th/71010013_aug2_noise.png,71010013,th,augmented,noise,prename,นาย,0.0,True
images/augmented/th/71010013_aug2_noise.png,71010013,th,augmented,noise,name,วศ13วิศวกรรมศาสตร์13,0.0,True
images/augmented/th/71010013_aug2_noise.png,71010013,th,augmented,noise,faculty_name,คณะวิศวกรรมศาสตร์,0.11764705882352941,True
images/augmented/th/71010013_aug2_noise.png,71010013,th,augmented,noise,degree,วิทยาศาสตรบัณฑิต,0.0,True
images/augmented/th/71010013_aug2_noise.png,71010013,th,augmented,noise,program,การจัดการวิศวกรรมและเทคโนโลยี(หลักสูตรนานาชาติ),0.0,True
images/augmented/th/71010013_aug2_noise.png,71010013,th,augmented,noise,date_of_birth,2000-01-26,0.6,False
images/augmented/th/71010013_aug2_noise.png,71010013,th,augmented,noise,admis_date,2018-08-06,0.6,False
images/augmented/th/71010013_aug3_blur_contrast.png,71010013,th,augmented,blur_contrast,student_id,71010013,0.0,True
images/augmented/th/71010013_aug3_blur_contrast.png,71010013,th,augmented,blur_contrast,prename,นาย,0.0,True
images/augmented/th/71010013_aug3_blur_contrast.png,71010013,th,augmented,blur_contrast,name,วศ13วิศวกรรมศาสตร์13,0.0,True
images/augmented/th/71010013_aug3_blur_contrast.png,71010013,th,augmented,blur_contrast,faculty_name,คณะวิศวกรรมศาสตร์,0.11764705882352941,True
images/augmented/th/71010013_aug3_blur_contrast.png,71010013,th,augmented,blur_contrast,degree,วิทยาศาสตรบัณฑิต,0.0,True
images/augmented/th/71010013_aug3_blur_contrast.png,71010013,th,augmented,blur_contrast,program,การจัดการวิศวกรรมและเทคโนโลยี(หลักสูตรนานาชาติ),0.06382978723404255,True
images/augmented/th/71010013_aug3_blur_contrast.png,71010013,th,augmented,blur_contrast,date_of_birth,2000-01-26,0.7,False
images/augmented/th/71010013_aug3_blur_contrast.png,71010013,th,augmented,blur_contrast,admis_date,2018-08-06,0.7,False
images/augmented/th/71010013_aug4_perspective.png,71010013,th,augmented,perspective,student_id,71010013,0.125,True
images/augmented/th/71010013_aug4_perspective.png,71010013,th,augmented,perspective,prename,นาย,0.0,True
images/augmented/th/71010013_aug4_perspective.png,71010013,th,augmented,perspective,name,วศ13วิศวกรรมศาสตร์13,0.1,True
images/augmented/th/71010013_aug4_perspective.png,71010013,th,augmented,perspective,faculty_name,คณะวิศวกรรมศาสตร์,0.058823529411764705,True
images/augmented/th/71010013_aug4_perspective.png,71010013,th,augmented,perspective,degree,วิทยาศาสตรบัณฑิต,0.0,True
images/augmented/th/71010013_aug4_perspective.png,71010013,th,augmented,perspective,program,การจัดการวิศวกรรมและเทคโนโลยี(หลักสูตรนานาชาติ),0.0,True
images/augmented/th/71010013_aug4_perspective.png,71010013,th,augmented,perspective,date_of_birth,2000-01-26,0.6,False
images/augmented/th/71010013_aug4_perspective.png,71010013,th,augmented,perspective,admis_date,2018-08-06,0.5,False
images/augmented/th/71010013_aug5_jpeg_dark.png,71010013,th,augmented,jpeg_dark,student_id,71010013,0.0,True
images/augmented/th/71010013_aug5_jpeg_dark.png,71010013,th,augmented,jpeg_dark,prename,นาย,0.0,True
images/augmented/th/71010013_aug5_jpeg_dark.png,71010013,th,augmented,jpeg_dark,name,วศ13วิศวกรรมศาสตร์13,0.0,True
images/augmented/th/71010013_aug5_jpeg_dark.png,71010013,th,augmented,jpeg_dark,faculty_name,คณะวิศวกรรมศาสตร์,0.11764705882352941,True
images/augmented/th/71010013_aug5_jpeg_dark.png,71010013,th,augmented,jpeg_dark,degree,วิทยาศาสตรบัณฑิต,0.0,True
images/augmented/th/71010013_aug5_jpeg_dark.png,71010013,th,augmented,jpeg_dark,program,การจัดการวิศวกรรมและเทคโนโลยี(หลักสูตรนานาชาติ),0.0,True
images/augmented/th/71010013_aug5_jpeg_dark.png,71010013,th,augmented,jpeg_dark,date_of_birth,2000-01-26,0.5,False
images/augmented/th/71010013_aug5_jpeg_dark.png,71010013,th,augmented,jpeg_dark,admis_date,2018-08-06,0.5,False
images/original/th/71020001.png,71020001,th,original,none,student_id,71020001,0.0,True
images/original/th/71020001.png,71020001,th,original,none,prename,นางสาว,0.0,True
images/original/th/71020001.png,71020001,th,original,none,name,สถ1สถาปัตยกรรมศิลปะและการออกแบบ1,0.15625,True
images/original/th/71020001.png,71020001,th,original,none,faculty_name,คณะสถาปัตยกรรมศิลปะและการออกแบบ,0.0967741935483871,True
images/original/th/71020001.png,71020001,th,original,none,degree,ภูมิสถาปัตยกรรมศาสตรบัณฑิต,0.0,True
images/original/th/71020001.png,71020001,th,original,none,program,ภูมิสถาปัตยกรรม,0.0,True
images/original/th/71020001.png,71020001,th,original,none,date_of_birth,1999-03-14,0.7,False
images/original/th/71020001.png,71020001,th,original,none,admis_date,2018-08-06,0.7,False
images/augmented/th/71020001_aug1_rotate_bright.png,71020001,th,augmented,rotate_bright,student_id,71020001,0.0,True
images/augmented/th/71020001_aug1_rotate_bright.png,71020001,th,augmented,rotate_bright,prename,นางสาว,0.0,True
images/augmented/th/71020001_aug1_rotate_bright.png,71020001,th,augmented,rotate_bright,name,สถ1สถาปัตยกรรมศิลปะและการออกแบบ1,0.15625,True
images/augmented/th/71020001_aug1_rotate_bright.png,71020001,th,augmented,rotate_bright,faculty_name,คณะสถาปัตยกรรมศิลปะและการออกแบบ,0.0967741935483871,True
images/augmented/th/71020001_aug1_rotate_bright.png,71020001,th,augmented,rotate_bright,degree,ภูมิสถาปัตยกรรมศาสตรบัณฑิต,0.0,True
images/augmented/th/71020001_aug1_rotate_bright.png,71020001,th,augmented,rotate_bright,program,ภูมิสถาปัตยกรรม,0.0,True
images/augmented/th/71020001_aug1_rotate_bright.png,71020001,th,augmented,rotate_bright,date_of_birth,1999-03-14,0.7,False
images/augmented/th/71020001_aug1_rotate_bright.png,71020001,th,augmented,rotate_bright,admis_date,2018-08-06,0.6,False
images/augmented/th/71020001_aug2_noise.png,71020001,th,augmented,noise,student_id,71020001,0.0,True
images/augmented/th/71020001_aug2_noise.png,71020001,th,augmented,noise,prename,นางสาว,0.0,True
images/augmented/th/71020001_aug2_noise.png,71020001,th,augmented,noise,name,สถ1สถาปัตยกรรมศิลปะและการออกแบบ1,0.15625,True
images/augmented/th/71020001_aug2_noise.png,71020001,th,augmented,noise,faculty_name,คณะสถาปัตยกรรมศิลปะและการออกแบบ,0.12903225806451613,True
images/augmented/th/71020001_aug2_noise.png,71020001,th,augmented,noise,degree,ภูมิสถาปัตยกรรมศาสตรบัณฑิต,0.11538461538461539,True
images/augmented/th/71020001_aug2_noise.png,71020001,th,augmented,noise,program,ภูมิสถาปัตยกรรม,0.0,True
images/augmented/th/71020001_aug2_noise.png,71020001,th,augmented,noise,date_of_birth,1999-03-14,0.7,False
images/augmented/th/71020001_aug2_noise.png,71020001,th,augmented,noise,admis_date,2018-08-06,0.7,False
images/augmented/th/71020001_aug3_blur_contrast.png,71020001,th,augmented,blur_contrast,student_id,71020001,0.0,True
images/augmented/th/71020001_aug3_blur_contrast.png,71020001,th,augmented,blur_contrast,prename,นางสาว,0.0,True
images/augmented/th/71020001_aug3_blur_contrast.png,71020001,th,augmented,blur_contrast,name,สถ1สถาปัตยกรรมศิลปะและการออกแบบ1,0.09375,True
images/augmented/th/71020001_aug3_blur_contrast.png,71020001,th,augmented,blur_contrast,faculty_name,คณะสถาปัตยกรรมศิลปะและการออกแบบ,0.0967741935483871,True
images/augmented/th/71020001_aug3_blur_contrast.png,71020001,th,augmented,blur_contrast,degree,ภูมิสถาปัตยกรรมศาสตรบัณฑิต,0.11538461538461539,True
images/augmented/th/71020001_aug3_blur_contrast.png,71020001,th,augmented,blur_contrast,program,ภูมิสถาปัตยกรรม,0.06666666666666667,True
images/augmented/th/71020001_aug3_blur_contrast.png,71020001,th,augmented,blur_contrast,date_of_birth,1999-03-14,0.8,False
images/augmented/th/71020001_aug3_blur_contrast.png,71020001,th,augmented,blur_contrast,admis_date,2018-08-06,0.7,False
images/augmented/th/71020001_aug4_perspective.png,71020001,th,augmented,perspective,student_id,71020001,0.0,True
images/augmented/th/71020001_aug4_perspective.png,71020001,th,augmented,perspective,prename,นางสาว,0.0,True
